benchmark,index,parent_aig,child_aig,mapper_mode,phase,cut_ordinal,reason,viable,selected_update,node,level,refs,gate,leaves,u_phase_best,fanout_limit,arrival,required,slack,area_flow,best_gate,best_arrival,best_area_flow,child_leaf_index,child_requested_phase,child_inverted_pin,leaf0_aig_id,leaf0_phase,leaf1_aig_id,leaf1_phase,leaf2_aig_id,leaf2_phase,leaf3_aig_id,leaf3_phase,leaf4_aig_id,leaf4_phase,leaf5_aig_id,leaf5_phase
benchmarks/syn2.abc.blif,28,18467,18002,0,1,4,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,OA21x2_ASAP7_75t_L,44.390,7.321,-1,-1,-1,18367,-1,18444,-1,18446,-1,18462,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,29,18467,18002,0,1,5,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,OA21x2_ASAP7_75t_L,44.390,7.321,-1,-1,-1,2445,-1,2451,-1,18448,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,30,18467,18002,0,1,6,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,OA21x2_ASAP7_75t_L,44.390,7.321,-1,-1,-1,18444,-1,18447,-1,18460,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,31,18467,18002,0,1,7,accepted-best,1,1,14992,8,2,AOI31xp33_ASAP7_75t_L,4,0,1,41.090,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,6.170,OA21x2_ASAP7_75t_L,44.390,7.321,1,1,0,17961,1,18002,1,18447,1,18462,1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,32,18467,18002,0,1,8,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,17823,-1,17890,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,33,18467,18002,0,1,9,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,2439,-1,2451,-1,18448,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,34,18467,18002,0,1,10,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,2,-1,-1,17854,-1,17844,-1,18002,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,35,18467,18002,0,1,11,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,2439,-1,2445,-1,2451,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,36,18467,18002,0,1,12,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,1,-1,-1,17961,-1,18002,-1,18447,-1,18460,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,37,18467,18002,0,1,13,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,17847,-1,18444,-1,18447,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,38,18467,18002,0,1,14,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,18367,-1,18444,-1,18446,-1,18460,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,39,18467,18002,0,1,15,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,2445,-1,2451,-1,18444,-1,18447,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,40,18467,18002,0,1,16,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,17955,-1,18367,-1,18444,-1,18445,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,41,18467,18002,0,1,17,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,17836,-1,18295,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,42,18467,18002,0,1,18,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,17827,-1,17848,-1,17961,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,43,18467,18002,0,1,19,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,1,-1,-1,17961,-1,18002,-1,18367,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,44,18467,18002,0,1,20,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,2445,-1,2451,-1,17847,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,45,18467,18002,0,1,21,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,18008,-1,18364,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,46,18467,18002,0,1,22,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,0.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,41.090,6.170,-1,-1,-1,17847,-1,18367,-1,18448,-1,18460,-1,18452,-1,-1,-1
benchmarks/syn2.abc.blif,47,18467,18002,1,0,0,violates-required,0,0,14992,8,2,NAND2xp33_ASAP7_75t_L,2,3,5,53.990,43.450,-10.540,2.810,OAI21xp33_ASAP7_75t_L,41.660,6.861,-1,-1,-1,18448,0,18462,0,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,48,18467,18002,1,0,1,no-super-best,0,0,14992,8,2,?,3,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,6.861,-1,-1,-1,18448,-1,18460,-1,18461,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,49,18467,18002,1,0,2,accepted-best,1,1,14992,8,2,OAI21xp33_ASAP7_75t_L,3,7,2,41.660,43.450,1.790,5.102,OAI21xp33_ASAP7_75t_L,41.660,6.861,-1,-1,-1,18444,0,18447,0,18462,0,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,50,18467,18002,1,0,3,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17847,-1,18448,-1,18460,-1,18453,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,51,18467,18002,1,0,4,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,18367,-1,18444,-1,18446,-1,18462,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,52,18467,18002,1,0,5,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,2445,-1,2451,-1,18448,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,53,18467,18002,1,0,6,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,18444,-1,18447,-1,18460,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,54,18467,18002,1,0,7,nonselected,1,0,14992,8,2,OAI31xp33_ASAP7_75t_L,4,15,1,43.190,43.450,0.260,5.545,OAI21xp33_ASAP7_75t_L,41.660,5.102,1,0,1,17961,0,18002,0,18447,0,18462,0,-1,-1,-1,-1
benchmarks/syn2.abc.blif,55,18467,18002,1,0,8,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17823,-1,17890,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,56,18467,18002,1,0,9,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,2439,-1,2451,-1,18448,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,57,18467,18002,1,0,10,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,2,-1,-1,17854,-1,17844,-1,18002,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,58,18467,18002,1,0,11,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,2439,-1,2445,-1,2451,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,59,18467,18002,1,0,12,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,1,-1,-1,17961,-1,18002,-1,18447,-1,18460,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,60,18467,18002,1,0,13,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17847,-1,18444,-1,18447,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,61,18467,18002,1,0,14,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,18367,-1,18444,-1,18446,-1,18460,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,62,18467,18002,1,0,15,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,2445,-1,2451,-1,18444,-1,18447,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,63,18467,18002,1,0,16,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17955,-1,18367,-1,18444,-1,18445,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,64,18467,18002,1,0,17,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17836,-1,18295,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,65,18467,18002,1,0,18,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17827,-1,17848,-1,17961,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,66,18467,18002,1,0,19,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,1,-1,-1,17961,-1,18002,-1,18367,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,67,18467,18002,1,0,20,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,2445,-1,2451,-1,17847,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,68,18467,18002,1,0,21,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,18008,-1,18364,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,69,18467,18002,1,0,22,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.450,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,41.660,5.102,-1,-1,-1,17847,-1,18367,-1,18448,-1,18460,-1,18452,-1,-1,-1
benchmarks/syn2.abc.blif,70,18467,18002,1,1,0,violates-required,0,0,14992,8,2,NOR2xp33_ASAP7_75t_L,2,0,5,47.390,44.320,-3.070,3.127,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,18448,1,18462,1,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,71,18467,18002,1,1,1,no-super-best,0,0,14992,8,2,?,3,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,18448,-1,18460,-1,18461,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,72,18467,18002,1,1,2,violates-required,0,0,14992,8,2,OA21x2_ASAP7_75t_L,3,7,2,45.270,44.320,-0.950,5.562,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,18444,0,18447,0,18462,0,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,73,18467,18002,1,1,3,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,17847,-1,18448,-1,18460,-1,18453,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,74,18467,18002,1,1,4,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,18367,-1,18444,-1,18446,-1,18462,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,75,18467,18002,1,1,5,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,2445,-1,2451,-1,18448,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,76,18467,18002,1,1,6,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,6.170,-1,-1,-1,18444,-1,18447,-1,18460,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,77,18467,18002,1,1,7,accepted-best,1,1,14992,8,2,AOI31xp33_ASAP7_75t_L,4,0,1,40.280,44.320,4.040,4.216,AOI31xp33_ASAP7_75t_L,40.280,6.170,1,1,0,17961,1,18002,1,18447,1,18462,1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,78,18467,18002,1,1,8,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,4.216,-1,-1,-1,17823,-1,17890,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,79,18467,18002,1,1,9,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,4.216,-1,-1,-1,2439,-1,2451,-1,18448,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,80,18467,18002,1,1,10,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,4.216,2,-1,-1,17854,-1,17844,-1,18002,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,81,18467,18002,1,1,11,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI31xp33_ASAP7_75t_L,40.280,4.216,-1,-1,-1,2439,-1,2445,-1,2451,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,82,18467,18002,1,1,12,accepted-best,1,1,14992,8,2,AOI32xp33_ASAP7_75t_L,5,8,1,41.640,44.320,2.680,3.872,AOI31xp33_ASAP7_75t_L,40.280,4.216,1,1,0,17961,1,18002,1,18447,1,18460,0,18461,1,-1,-1
benchmarks/syn2.abc.blif,83,18467,18002,1,1,13,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,17847,-1,18444,-1,18447,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,84,18467,18002,1,1,14,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,18367,-1,18444,-1,18446,-1,18460,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,85,18467,18002,1,1,15,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,2445,-1,2451,-1,18444,-1,18447,-1,18461,-1,-1,-1
benchmarks/syn2.abc.blif,86,18467,18002,1,1,16,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,17955,-1,18367,-1,18444,-1,18445,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,87,18467,18002,1,1,17,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,17836,-1,18295,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,88,18467,18002,1,1,18,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,17827,-1,17848,-1,17961,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,89,18467,18002,1,1,19,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,1,-1,-1,17961,-1,18002,-1,18367,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,90,18467,18002,1,1,20,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,2445,-1,2451,-1,17847,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,91,18467,18002,1,1,21,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,18008,-1,18364,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,92,18467,18002,1,1,22,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,44.320,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,AOI32xp33_ASAP7_75t_L,41.640,3.872,-1,-1,-1,17847,-1,18367,-1,18448,-1,18460,-1,18452,-1,-1,-1
benchmarks/syn2.abc.blif,93,18467,18002,2,0,0,violates-required,0,0,14992,8,2,NAND2xp33_ASAP7_75t_L,2,3,5,52.830,43.440,-9.390,3.260,OAI21xp33_ASAP7_75t_L,42.390,4.900,-1,-1,-1,18448,0,18462,0,-1,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,94,18467,18002,2,0,1,no-super-best,0,0,14992,8,2,?,3,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.390,4.900,-1,-1,-1,18448,-1,18460,-1,18461,-1,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,95,18467,18002,2,0,2,accepted-best,1,1,14992,8,2,OAI21xp33_ASAP7_75t_L,3,7,2,42.000,43.440,1.440,4.900,OAI21xp33_ASAP7_75t_L,42.390,4.900,-1,-1,-1,18444,0,18447,0,18462,0,-1,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,96,18467,18002,2,0,3,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,17847,-1,18448,-1,18460,-1,18453,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,97,18467,18002,2,0,4,nonselected,1,0,14992,8,2,OAI31xp33_ASAP7_75t_L,4,15,1,43.180,43.440,0.260,6.060,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,18367,0,18444,0,18446,0,18462,0,-1,-1,-1,-1
benchmarks/syn2.abc.blif,98,18467,18002,2,0,5,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,2445,-1,2451,-1,18448,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,99,18467,18002,2,0,6,no-super-best,0,0,14992,8,2,?,4,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,18444,-1,18447,-1,18460,-1,18461,-1,-1,-1,-1,-1
benchmarks/syn2.abc.blif,100,18467,18002,2,0,7,violates-required,0,0,14992,8,2,OAI31xp33_ASAP7_75t_L,4,15,1,44.350,43.440,-0.910,4.200,OAI21xp33_ASAP7_75t_L,42.000,4.900,1,0,1,17961,0,18002,0,18447,0,18462,0,-1,-1,-1,-1
benchmarks/syn2.abc.blif,101,18467,18002,2,0,8,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,17823,-1,17890,-1,18444,-1,18446,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,102,18467,18002,2,0,9,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,2439,-1,2451,-1,18448,-1,18460,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,103,18467,18002,2,0,10,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,2,-1,-1,17854,-1,17844,-1,18002,-1,18447,-1,18462,-1,-1,-1
benchmarks/syn2.abc.blif,104,18467,18002,2,0,11,no-supers,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,-1,-1,-1,2439,-1,2445,-1,2451,-1,18448,-1,18453,-1,-1,-1
benchmarks/syn2.abc.blif,105,18467,18002,2,0,12,no-super-best,0,0,14992,8,2,?,5,0,-1,34028234663852885981170418348451692544.000,43.440,-34028234663852885981170418348451692544.000,34028234663852885981170418348451692544.000,OAI21xp33_ASAP7_75t_L,42.000,4.900,1,-1,-1,17961,-1,18002,-1,18447,-1,18460,-1,18461,-1,-1,-1
